des_name,hba_moles,hbd_moles,hbd_hba_ratio,temperature_c,inv_temperature,temp_x_dipole,temp_x_solvation,weighted_lumo_energy_ev,weighted_dipole_total,weighted_solvation_energy_eh,weighted_dispersion_energy_eh,weighted_total_energy_eh,dipole_total_difference,total_energy_eh_difference,hba_mw,hbd_mw,avg_molecular_weight,mw_ratio,hba_hbd_count,hbd_hbd_count,hba_hba_count,hbd_hba_count,total_hbond_donors,total_hbond_acceptors,hbond_network_strength,donor_acceptor_ratio,interaction_strength,viscosity_cp
CC:L,2.0,1.0,0.5,35,3.245172805,-109.7833333,-3.236453815,2.115333333,-3.136666667,-0.092470109,-0.01534493,-30.50043077,8.903,76.80470827,104.17,90.08,99.47333333,1.156416519,1.0,2.0,1.0,3.0,3.0,4.0,3.464101615,0.75,-0.107815039,1406.5
CC:L,2.0,1.0,0.5,40,3.193357816,-164.5866667,-3.31718484,0.2366,-4.114666667,-0.082929621,-0.002028589,-10.4974954,11.837,16.79590218,104.17,90.08,99.47333333,1.156416519,1.0,2.0,1.0,3.0,3.0,4.0,3.464101615,0.75,-0.08495821,661.5
CC:L,2.0,1.0,0.5,40,3.193357816,-125.4666667,-3.69880436,2.115333333,-3.136666667,-0.092470109,-0.01534493,-30.50043077,8.903,76.80470827,104.17,90.08,99.47333333,1.156416519,1.0,2.0,1.0,3.0,3.0,4.0,3.464101615,0.75,-0.107815039,661.5
CC:L,2.0,1.0,0.5,45,3.14317146,-185.16,-3.731832945,0.2366,-4.114666667,-0.082929621,-0.002028589,-10.4974954,11.837,16.79590218,104.17,90.08,99.47333333,1.156416519,1.0,2.0,1.0,3.0,3.0,4.0,3.464101615,0.75,-0.08495821,295.3
CC:L,2.0,1.0,0.5,45,3.14317146,-141.15,-4.161154905,2.115333333,-3.136666667,-0.092470109,-0.01534493,-30.50043077,8.903,76.80470827,104.17,90.08,99.47333333,1.156416519,1.0,2.0,1.0,3.0,3.0,4.0,3.464101615,0.75,-0.107815039,295.3
CC:L,2.0,1.0,0.5,50,3.09453814,-205.7333333,-4.14648105,0.2366,-4.114666667,-0.082929621,-0.002028589,-10.4974954,11.837,16.79590218,104.17,90.08,99.47333333,1.156416519,1.0,2.0,1.0,3.0,3.0,4.0,3.464101615,0.75,-0.08495821,287.3
CC:L,2.0,1.0,0.5,50,3.09453814,-156.8333334,-4.62350545,2.115333333,-3.136666667,-0.092470109,-0.01534493,-30.50043077,8.903,76.80470827,104.17,90.08,99.47333333,1.156416519,1.0,2.0,1.0,3.0,3.0,4.0,3.464101615,0.75,-0.107815039,287.3
CC:O,2.0,1.0,0.5,25,3.354016435,-29.85,-2.06459635,-0.453466667,-1.194,-0.082583854,-0.001319887,-10.45744441,3.075,16.6757492,104.17,90.03,99.45666667,1.157058758,1.0,2.0,1.0,4.0,3.0,5.0,3.872983346,0.6,-0.083903741,1.2286
CC:O,2.0,1.0,0.5,30,3.298697015,-35.82,-2.47751562,-0.453466667,-1.194,-0.082583854,-0.001319887,-10.45744441,3.075,16.6757492,104.17,90.03,99.45666667,1.157058758,1.0,2.0,1.0,4.0,3.0,5.0,3.872983346,0.6,-0.083903741,597.0
CC:O,2.0,1.0,0.5,35,3.245172805,-41.79,-2.89043489,-0.453466667,-1.194,-0.082583854,-0.001319887,-10.45744441,3.075,16.6757492,104.17,90.03,99.45666667,1.157058758,1.0,2.0,1.0,4.0,3.0,5.0,3.872983346,0.6,-0.083903741,287.2
CC:O,2.0,1.0,0.5,40,3.193357816,-47.76,-3.30335416,-0.453466667,-1.194,-0.082583854,-0.001319887,-10.45744441,3.075,16.6757492,104.17,90.03,99.45666667,1.157058758,1.0,2.0,1.0,4.0,3.0,5.0,3.872983346,0.6,-0.083903741,122.6
CC:O,2.0,1.0,0.5,45,3.14317146,-53.73,-3.71627343,-0.453466667,-1.194,-0.082583854,-0.001319887,-10.45744441,3.075,16.6757492,104.17,90.03,99.45666667,1.157058758,1.0,2.0,1.0,4.0,3.0,5.0,3.872983346,0.6,-0.083903741,50.8
CC:O,2.0,1.0,0.5,50,3.09453814,-59.7,-4.1291927,-0.453466667,-1.194,-0.082583854,-0.001319887,-10.45744441,3.075,16.6757492,104.17,90.03,99.45666667,1.157058758,1.0,2.0,1.0,4.0,3.0,5.0,3.872983346,0.6,-0.083903741,39.7
TEC:C,2.0,1.0,0.5,25,3.354016435,-18.63333333,-2.1343998,-0.028233333,-0.745333333,-0.085375992,-0.006317432,-18.41358864,1.729,40.54418188,130.25,192.12,150.8733333,0.677961691,0.0,4.0,0.0,7.0,4.0,7.0,5.291502622,0.571428571,-0.091693424,1.1835
TEC:C,2.0,1.0,0.5,30,3.298697015,-22.35999999,-2.56127976,-0.028233333,-0.745333333,-0.085375992,-0.006317432,-18.41358864,1.729,40.54418188,130.25,192.12,150.8733333,0.677961691,0.0,4.0,0.0,7.0,4.0,7.0,5.291502622,0.571428571,-0.091693424,633.4
TEC:C,2.0,1.0,0.5,35,3.245172805,-26.08666666,-2.98815972,-0.028233333,-0.745333333,-0.085375992,-0.006317432,-18.41358864,1.729,40.54418188,130.25,192.12,150.8733333,0.677961691,0.0,4.0,0.0,7.0,4.0,7.0,5.291502622,0.571428571,-0.091693424,294.7
TEC:C,2.0,1.0,0.5,40,3.193357816,-29.81333332,-3.41503968,-0.028233333,-0.745333333,-0.085375992,-0.006317432,-18.41358864,1.729,40.54418188,130.25,192.12,150.8733333,0.677961691,0.0,4.0,0.0,7.0,4.0,7.0,5.291502622,0.571428571,-0.091693424,131.9
TEC:C,2.0,1.0,0.5,45,3.14317146,-33.53999999,-3.84191964,-0.028233333,-0.745333333,-0.085375992,-0.006317432,-18.41358864,1.729,40.54418188,130.25,192.12,150.8733333,0.677961691,0.0,4.0,0.0,7.0,4.0,7.0,5.291502622,0.571428571,-0.091693424,52.7
TEC:C,2.0,1.0,0.5,50,3.09453814,-37.26666665,-4.2687996,-0.028233333,-0.745333333,-0.085375992,-0.006317432,-18.41358864,1.729,40.54418188,130.25,192.12,150.8733333,0.677961691,0.0,4.0,0.0,7.0,4.0,7.0,5.291502622,0.571428571,-0.091693424,48.6
TEC:O,2.0,1.0,0.5,25,3.354016435,-29.85,-2.06459635,-0.453466667,-1.194,-0.082583854,-0.001319887,-10.45744441,3.075,16.6757492,130.25,90.03,116.8433333,1.446739976,0.0,2.0,0.0,4.0,2.0,4.0,2.828427125,0.5,-0.083903741,1.2556
TEC:O,2.0,1.0,0.5,30,3.298697015,-35.82,-2.47751562,-0.453466667,-1.194,-0.082583854,-0.001319887,-10.45744441,3.075,16.6757492,130.25,90.03,116.8433333,1.446739976,0.0,2.0,0.0,4.0,2.0,4.0,2.828427125,0.5,-0.083903741,1013.5
TEC:O,2.0,1.0,0.5,35,3.245172805,-41.79,-2.89043489,-0.453466667,-1.194,-0.082583854,-0.001319887,-10.45744441,3.075,16.6757492,130.25,90.03,116.8433333,1.446739976,0.0,2.0,0.0,4.0,2.0,4.0,2.828427125,0.5,-0.083903741,483.1
TEC:O,2.0,1.0,0.5,40,3.193357816,-47.76,-3.30335416,-0.453466667,-1.194,-0.082583854,-0.001319887,-10.45744441,3.075,16.6757492,130.25,90.03,116.8433333,1.446739976,0.0,2.0,0.0,4.0,2.0,4.0,2.828427125,0.5,-0.083903741,211.3
TEC:O,2.0,1.0,0.5,45,3.14317146,-53.73,-3.71627343,-0.453466667,-1.194,-0.082583854,-0.001319887,-10.45744441,3.075,16.6757492,130.25,90.03,116.8433333,1.446739976,0.0,2.0,0.0,4.0,2.0,4.0,2.828427125,0.5,-0.083903741,97.6
TEC:O,2.0,1.0,0.5,50,3.09453814,-59.7,-4.1291927,-0.453466667,-1.194,-0.082583854,-0.001319887,-10.45744441,3.075,16.6757492,130.25,90.03,116.8433333,1.446739976,0.0,2.0,0.0,4.0,2.0,4.0,2.828427125,0.5,-0.083903741,89.4
TEC:M,2.0,1.0,0.5,25,3.354016435,-37.58333333,-2.15514845,0.082966667,-1.503333333,-0.086205938,-0.003318172,-13.92761333,4.003,27.08625596,130.25,134.09,131.53,0.971362518,0.0,3.0,0.0,5.0,3.0,5.0,3.872983346,0.6,-0.08952411,1.2723
TEC:M,2.0,1.0,0.5,30,3.298697015,-45.09999999,-2.58617814,0.082966667,-1.503333333,-0.086205938,-0.003318172,-13.92761333,4.003,27.08625596,130.25,134.09,131.53,0.971362518,0.0,3.0,0.0,5.0,3.0,5.0,3.872983346,0.6,-0.08952411,435.4
TEC:M,2.0,1.0,0.5,35,3.245172805,-52.61666666,-3.01720783,0.082966667,-1.503333333,-0.086205938,-0.003318172,-13.92761333,4.003,27.08625596,130.25,134.09,131.53,0.971362518,0.0,3.0,0.0,5.0,3.0,5.0,3.872983346,0.6,-0.08952411,202.7
TEC:M,2.0,1.0,0.5,40,3.193357816,-60.13333332,-3.44823752,0.082966667,-1.503333333,-0.086205938,-0.003318172,-13.92761333,4.003,27.08625596,130.25,134.09,131.53,0.971362518,0.0,3.0,0.0,5.0,3.0,5.0,3.872983346,0.6,-0.08952411,91.7
TEC:M,2.0,1.0,0.5,45,3.14317146,-67.64999999,-3.87926721,0.082966667,-1.503333333,-0.086205938,-0.003318172,-13.92761333,4.003,27.08625596,130.25,134.09,131.53,0.971362518,0.0,3.0,0.0,5.0,3.0,5.0,3.872983346,0.6,-0.08952411,39.6
TEC:M,2.0,1.0,0.5,50,3.09453814,-75.16666665,-4.3102969,0.082966667,-1.503333333,-0.086205938,-0.003318172,-13.92761333,4.003,27.08625596,130.25,134.09,131.53,0.971362518,0.0,3.0,0.0,5.0,3.0,5.0,3.872983346,0.6,-0.08952411,31.7
TEC:L,2.0,1.0,0.5,25,3.354016435,-102.8666667,-2.073240525,0.2366,-4.114666667,-0.082929621,-0.002028589,-10.4974954,11.837,16.79590218,130.25,90.08,116.86,1.445936945,0.0,2.0,0.0,3.0,2.0,3.0,2.449489743,0.666666667,-0.08495821,1.2431
TEC:L,2.0,1.0,0.5,30,3.298697015,-123.44,-2.48788863,0.2366,-4.114666667,-0.082929621,-0.002028589,-10.4974954,11.837,16.79590218,130.25,90.08,116.86,1.445936945,0.0,2.0,0.0,3.0,2.0,3.0,2.449489743,0.666666667,-0.08495821,646.3
TEC:L,2.0,1.0,0.5,35,3.245172805,-144.0133333,-2.902536735,0.2366,-4.114666667,-0.082929621,-0.002028589,-10.4974954,11.837,16.79590218,130.25,90.08,116.86,1.445936945,0.0,2.0,0.0,3.0,2.0,3.0,2.449489743,0.666666667,-0.08495821,309.6
TEC:L,2.0,1.0,0.5,40,3.193357816,-164.5866667,-3.31718484,0.2366,-4.114666667,-0.082929621,-0.002028589,-10.4974954,11.837,16.79590218,130.25,90.08,116.86,1.445936945,0.0,2.0,0.0,3.0,2.0,3.0,2.449489743,0.666666667,-0.08495821,136.3
TEC:L,2.0,1.0,0.5,45,3.14317146,-185.16,-3.731832945,0.2366,-4.114666667,-0.082929621,-0.002028589,-10.4974954,11.837,16.79590218,130.25,90.08,116.86,1.445936945,0.0,2.0,0.0,3.0,2.0,3.0,2.449489743,0.666666667,-0.08495821,58.4
TEC:L,2.0,1.0,0.5,50,3.09453814,-205.7333333,-4.14648105,0.2366,-4.114666667,-0.082929621,-0.002028589,-10.4974954,11.837,16.79590218,130.25,90.08,116.86,1.445936945,0.0,2.0,0.0,3.0,2.0,3.0,2.449489743,0.666666667,-0.08495821,50.3
TEC:T,2.0,1.0,0.5,25,3.354016435,-49.56666668,-2.133993625,0.0666,-1.982666667,-0.085359745,-0.004032247,-15.28403119,5.441,31.15550956,130.25,150.09,136.8633333,0.867812646,0.0,4.0,0.0,6.0,4.0,6.0,4.898979486,0.666666667,-0.089391992,1.2825
TEC:T,2.0,1.0,0.5,30,3.298697015,-59.48000001,-2.56079235,0.0666,-1.982666667,-0.085359745,-0.004032247,-15.28403119,5.441,31.15550956,130.25,150.09,136.8633333,0.867812646,0.0,4.0,0.0,6.0,4.0,6.0,4.898979486,0.666666667,-0.089391992,562.4
TEC:T,2.0,1.0,0.5,35,3.245172805,-69.39333335,-2.987591075,0.0666,-1.982666667,-0.085359745,-0.004032247,-15.28403119,5.441,31.15550956,130.25,150.09,136.8633333,0.867812646,0.0,4.0,0.0,6.0,4.0,6.0,4.898979486,0.666666667,-0.089391992,228.6
TEC:T,2.0,1.0,0.5,40,3.193357816,-79.30666668,-3.4143898,0.0666,-1.982666667,-0.085359745,-0.004032247,-15.28403119,5.441,31.15550956,130.25,150.09,136.8633333,0.867812646,0.0,4.0,0.0,6.0,4.0,6.0,4.898979486,0.666666667,-0.089391992,98.7
TEC:T,2.0,1.0,0.5,45,3.14317146,-89.22000002,-3.841188525,0.0666,-1.982666667,-0.085359745,-0.004032247,-15.28403119,5.441,31.15550956,130.25,150.09,136.8633333,0.867812646,0.0,4.0,0.0,6.0,4.0,6.0,4.898979486,0.666666667,-0.089391992,43.9
TEC:T,2.0,1.0,0.5,50,3.09453814,-99.13333335,-4.26798725,0.0666,-1.982666667,-0.085359745,-0.004032247,-15.28403119,5.441,31.15550956,130.25,150.09,136.8633333,0.867812646,0.0,4.0,0.0,6.0,4.0,6.0,4.898979486,0.666666667,-0.089391992,35.8
TEB:M,2.0,1.0,0.5,25,3.354016435,-104.3,-2.12245265,0.522566667,-4.172,-0.084898106,-0.003318172,-31.98511731,11.48028906,38.55686297,178.6672581,134.09,153.0610511,1.739855859,1.419354839,3.0,1.943548387,5.0,4.288288288,5.864864865,4.990392634,0.763177236,-0.088216278,1.2865
TEB:M,2.0,1.0,0.5,30,3.298697015,-125.16,-2.54694318,0.522566667,-4.172,-0.084898106,-0.003318172,-31.98511731,11.48028906,38.55686297,178.6672581,134.09,153.0610511,1.739855859,1.419354839,3.0,1.943548387,5.0,4.288288288,5.864864865,4.990392634,0.763177236,-0.088216278,542.2
TEB:M,2.0,1.0,0.5,35,3.245172805,-146.02,-2.97143371,0.522566667,-4.172,-0.084898106,-0.003318172,-31.98511731,11.48028906,38.55686297,178.6672581,134.09,153.0610511,1.739855859,1.419354839,3.0,1.943548387,5.0,4.288288288,5.864864865,4.990392634,0.763177236,-0.088216278,207.3
TEB:M,2.0,1.0,0.5,40,3.193357816,-166.88,-3.39592424,0.522566667,-4.172,-0.084898106,-0.003318172,-31.98511731,11.48028906,38.55686297,178.6672581,134.09,153.0610511,1.739855859,1.419354839,3.0,1.943548387,5.0,4.288288288,5.864864865,4.990392634,0.763177236,-0.088216278,95.8
TEB:M,2.0,1.0,0.5,45,3.14317146,-187.74,-3.82041477,0.522566667,-4.172,-0.084898106,-0.003318172,-31.98511731,11.48028906,38.55686297,178.6672581,134.09,153.0610511,1.739855859,1.419354839,3.0,1.943548387,5.0,4.288288288,5.864864865,4.990392634,0.763177236,-0.088216278,39.7
TEB:M,2.0,1.0,0.5,50,3.09453814,-208.6,-4.2449053,0.522566667,-4.172,-0.084898106,-0.003318172,-31.98511731,11.48028906,38.55686297,178.6672581,134.09,153.0610511,1.739855859,1.419354839,3.0,1.943548387,5.0,4.288288288,5.864864865,4.990392634,0.763177236,-0.088216278,30.4
TEB:T,2.0,1.0,0.5,25,3.354016435,-140.25,-2.1012978,0.5062,-5.61,-0.084051912,-0.004032247,-36.0543709,11.48028906,38.55686297,178.6672581,150.09,153.0610511,1.739855859,1.419354839,4.0,1.943548387,6.0,4.288288288,5.864864865,4.990392634,0.763177236,-0.088084159,1.2945
TEB:T,2.0,1.0,0.5,30,3.298697015,-168.3,-2.52155736,0.5062,-5.61,-0.084051912,-0.004032247,-36.0543709,11.48028906,38.55686297,178.6672581,150.09,153.0610511,1.739855859,1.419354839,4.0,1.943548387,6.0,4.288288288,5.864864865,4.990392634,0.763177236,-0.088084159,647.7
TEB:T,2.0,1.0,0.5,35,3.245172805,-196.35,-2.94181692,0.5062,-5.61,-0.084051912,-0.004032247,-36.0543709,11.48028906,38.55686297,178.6672581,150.09,153.0610511,1.739855859,1.419354839,4.0,1.943548387,6.0,4.288288288,5.864864865,4.990392634,0.763177236,-0.088084159,291.7
TEB:T,2.0,1.0,0.5,40,3.193357816,-224.4,-3.36207648,0.5062,-5.61,-0.084051912,-0.004032247,-36.0543709,11.48028906,38.55686297,178.6672581,150.09,153.0610511,1.739855859,1.419354839,4.0,1.943548387,6.0,4.288288288,5.864864865,4.990392634,0.763177236,-0.088084159,138.9
TEB:T,2.0,1.0,0.5,45,3.14317146,-252.45,-3.78233604,0.5062,-5.61,-0.084051912,-0.004032247,-36.0543709,11.48028906,38.55686297,178.6672581,150.09,153.0610511,1.739855859,1.419354839,4.0,1.943548387,6.0,4.288288288,5.864864865,4.990392634,0.763177236,-0.088084159,63.5
TEB:T,2.0,1.0,0.5,50,3.09453814,-280.5,-4.2025956,0.5062,-5.61,-0.084051912,-0.004032247,-36.0543709,11.48028906,38.55686297,178.6672581,150.09,153.0610511,1.739855859,1.419354839,4.0,1.943548387,6.0,4.288288288,5.864864865,4.990392634,0.763177236,-0.088084159,57.9
TEB:L,2.0,1.0,0.5,25,3.354016435,-300.15,-2.040544725,0.6762,-12.006,-0.081621789,-0.002028589,-21.69476352,11.48028906,38.55686297,178.6672581,90.08,153.0610511,1.739855859,1.419354839,2.0,1.943548387,3.0,4.288288288,5.864864865,4.990392634,0.763177236,-0.083650378,1.2587
TEB:L,2.0,1.0,0.5,30,3.298697015,-360.18,-2.44865367,0.6762,-12.006,-0.081621789,-0.002028589,-21.69476352,11.48028906,38.55686297,178.6672581,90.08,153.0610511,1.739855859,1.419354839,2.0,1.943548387,3.0,4.288288288,5.864864865,4.990392634,0.763177236,-0.083650378,415.2
TEB:L,2.0,1.0,0.5,35,3.245172805,-420.21,-2.856762615,0.6762,-12.006,-0.081621789,-0.002028589,-21.69476352,11.48028906,38.55686297,178.6672581,90.08,153.0610511,1.739855859,1.419354839,2.0,1.943548387,3.0,4.288288288,5.864864865,4.990392634,0.763177236,-0.083650378,287.2
TEB:L,2.0,1.0,0.5,40,3.193357816,-480.24,-3.26487156,0.6762,-12.006,-0.081621789,-0.002028589,-21.69476352,11.48028906,38.55686297,178.6672581,90.08,153.0610511,1.739855859,1.419354839,2.0,1.943548387,3.0,4.288288288,5.864864865,4.990392634,0.763177236,-0.083650378,128.2
TEB:L,2.0,1.0,0.5,45,3.14317146,-540.27,-3.672980505,0.6762,-12.006,-0.081621789,-0.002028589,-21.69476352,11.48028906,38.55686297,178.6672581,90.08,153.0610511,1.739855859,1.419354839,2.0,1.943548387,3.0,4.288288288,5.864864865,4.990392634,0.763177236,-0.083650378,56.4
TEB:L,2.0,1.0,0.5,50,3.09453814,-600.3,-4.08108945,0.6762,-12.006,-0.081621789,-0.002028589,-21.69476352,11.48028906,38.55686297,178.6672581,90.08,153.0610511,1.739855859,1.419354839,2.0,1.943548387,3.0,4.288288288,5.864864865,4.990392634,0.763177236,-0.083650378,49.8
BBC:L,2.0,1.0,0.5,25,3.354016435,-152.1875,-1.688268425,-1.47685,-6.0875,-0.067530737,-0.003042883,-13.29681243,11.837,16.79590218,276.49,90.08,214.3533333,3.069382771,0.0,2.0,0.0,3.0,2.0,3.0,2.449489743,0.666666667,-0.07057362,1.2582
BBC:L,2.0,1.0,0.5,25,3.354016435,-102.8666667,-2.073240525,0.2366,-4.114666667,-0.082929621,-0.002028589,-10.4974954,11.837,16.79590218,276.49,90.08,214.3533333,3.069382771,0.0,2.0,0.0,3.0,2.0,3.0,2.449489743,0.666666667,-0.08495821,1.2582
BBC:L,2.0,1.0,0.5,30,3.298697015,-182.625,-2.02592211,-1.47685,-6.0875,-0.067530737,-0.003042883,-13.29681243,11.837,16.79590218,276.49,90.08,214.3533333,3.069382771,0.0,2.0,0.0,3.0,2.0,3.0,2.449489743,0.666666667,-0.07057362,587.2
BBC:L,2.0,1.0,0.5,30,3.298697015,-123.44,-2.48788863,0.2366,-4.114666667,-0.082929621,-0.002028589,-10.4974954,11.837,16.79590218,276.49,90.08,214.3533333,3.069382771,0.0,2.0,0.0,3.0,2.0,3.0,2.449489743,0.666666667,-0.08495821,587.2
BBC:L,2.0,1.0,0.5,35,3.245172805,-213.0625,-2.363575795,-1.47685,-6.0875,-0.067530737,-0.003042883,-13.29681243,11.837,16.79590218,276.49,90.08,214.3533333,3.069382771,0.0,2.0,0.0,3.0,2.0,3.0,2.449489743,0.666666667,-0.07057362,293.3
BBC:L,2.0,1.0,0.5,35,3.245172805,-144.0133333,-2.902536735,0.2366,-4.114666667,-0.082929621,-0.002028589,-10.4974954,11.837,16.79590218,276.49,90.08,214.3533333,3.069382771,0.0,2.0,0.0,3.0,2.0,3.0,2.449489743,0.666666667,-0.08495821,293.3
BBC:L,2.0,1.0,0.5,40,3.193357816,-243.5,-2.70122948,-1.47685,-6.0875,-0.067530737,-0.003042883,-13.29681243,11.837,16.79590218,276.49,90.08,214.3533333,3.069382771,0.0,2.0,0.0,3.0,2.0,3.0,2.449489743,0.666666667,-0.07057362,140.8
BBC:L,2.0,1.0,0.5,40,3.193357816,-164.5866667,-3.31718484,0.2366,-4.114666667,-0.082929621,-0.002028589,-10.4974954,11.837,16.79590218,276.49,90.08,214.3533333,3.069382771,0.0,2.0,0.0,3.0,2.0,3.0,2.449489743,0.666666667,-0.08495821,140.8
BBC:L,2.0,1.0,0.5,45,3.14317146,-273.9375,-3.038883165,-1.47685,-6.0875,-0.067530737,-0.003042883,-13.29681243,11.837,16.79590218,276.49,90.08,214.3533333,3.069382771,0.0,2.0,0.0,3.0,2.0,3.0,2.449489743,0.666666667,-0.07057362,62.4
BBC:L,2.0,1.0,0.5,45,3.14317146,-185.16,-3.731832945,0.2366,-4.114666667,-0.082929621,-0.002028589,-10.4974954,11.837,16.79590218,276.49,90.08,214.3533333,3.069382771,0.0,2.0,0.0,3.0,2.0,3.0,2.449489743,0.666666667,-0.08495821,62.4
BBC:L,2.0,1.0,0.5,50,3.09453814,-304.375,-3.37653685,-1.47685,-6.0875,-0.067530737,-0.003042883,-13.29681243,11.837,16.79590218,276.49,90.08,214.3533333,3.069382771,0.0,2.0,0.0,3.0,2.0,3.0,2.449489743,0.666666667,-0.07057362,57.1
BBC:L,2.0,1.0,0.5,50,3.09453814,-205.7333333,-4.14648105,0.2366,-4.114666667,-0.082929621,-0.002028589,-10.4974954,11.837,16.79590218,276.49,90.08,214.3533333,3.069382771,0.0,2.0,0.0,3.0,2.0,3.0,2.449489743,0.666666667,-0.08495821,57.1
BBC:M,2.0,1.0,0.5,25,3.354016435,-37.58333333,-2.15514845,0.082966667,-1.503333333,-0.086205938,-0.003318172,-13.92761333,4.003,27.08625596,276.49,134.09,229.0233333,2.061973302,0.0,3.0,0.0,5.0,3.0,5.0,3.872983346,0.6,-0.08952411,1.2851
BBC:M,2.0,1.0,0.5,30,3.298697015,-45.09999999,-2.58617814,0.082966667,-1.503333333,-0.086205938,-0.003318172,-13.92761333,4.003,27.08625596,276.49,134.09,229.0233333,2.061973302,0.0,3.0,0.0,5.0,3.0,5.0,3.872983346,0.6,-0.08952411,747.1
BBC:M,2.0,1.0,0.5,35,3.245172805,-52.61666666,-3.01720783,0.082966667,-1.503333333,-0.086205938,-0.003318172,-13.92761333,4.003,27.08625596,276.49,134.09,229.0233333,2.061973302,0.0,3.0,0.0,5.0,3.0,5.0,3.872983346,0.6,-0.08952411,360.4
BBC:M,2.0,1.0,0.5,40,3.193357816,-60.13333332,-3.44823752,0.082966667,-1.503333333,-0.086205938,-0.003318172,-13.92761333,4.003,27.08625596,276.49,134.09,229.0233333,2.061973302,0.0,3.0,0.0,5.0,3.0,5.0,3.872983346,0.6,-0.08952411,171.4
BBC:M,2.0,1.0,0.5,45,3.14317146,-67.64999999,-3.87926721,0.082966667,-1.503333333,-0.086205938,-0.003318172,-13.92761333,4.003,27.08625596,276.49,134.09,229.0233333,2.061973302,0.0,3.0,0.0,5.0,3.0,5.0,3.872983346,0.6,-0.08952411,58.7
BBC:M,2.0,1.0,0.5,50,3.09453814,-75.16666665,-4.3102969,0.082966667,-1.503333333,-0.086205938,-0.003318172,-13.92761333,4.003,27.08625596,276.49,134.09,229.0233333,2.061973302,0.0,3.0,0.0,5.0,3.0,5.0,3.872983346,0.6,-0.08952411,50.6
BBC:T,2.0,1.0,0.5,25,3.354016435,-72.2375,-1.779398075,-1.73185,-2.8895,-0.071175923,-0.00604837,-20.47661612,5.441,31.15550956,276.49,150.09,234.3566667,1.84216137,0.0,4.0,0.0,6.0,4.0,6.0,4.898979486,0.666666667,-0.077224293,1.3426
BBC:T,2.0,1.0,0.5,25,3.354016435,-49.56666668,-2.133993625,0.0666,-1.982666667,-0.085359745,-0.004032247,-15.28403119,5.441,31.15550956,276.49,150.09,234.3566667,1.84216137,0.0,4.0,0.0,6.0,4.0,6.0,4.898979486,0.666666667,-0.089391992,1.3426
BBC:T,2.0,1.0,0.5,30,3.298697015,-86.685,-2.13527769,-1.73185,-2.8895,-0.071175923,-0.00604837,-20.47661612,5.441,31.15550956,276.49,150.09,234.3566667,1.84216137,0.0,4.0,0.0,6.0,4.0,6.0,4.898979486,0.666666667,-0.077224293,810.5
BBC:T,2.0,1.0,0.5,30,3.298697015,-59.48000001,-2.56079235,0.0666,-1.982666667,-0.085359745,-0.004032247,-15.28403119,5.441,31.15550956,276.49,150.09,234.3566667,1.84216137,0.0,4.0,0.0,6.0,4.0,6.0,4.898979486,0.666666667,-0.089391992,810.5
BBC:T,2.0,1.0,0.5,35,3.245172805,-101.1325,-2.491157305,-1.73185,-2.8895,-0.071175923,-0.00604837,-20.47661612,5.441,31.15550956,276.49,150.09,234.3566667,1.84216137,0.0,4.0,0.0,6.0,4.0,6.0,4.898979486,0.666666667,-0.077224293,383.2
BBC:T,2.0,1.0,0.5,35,3.245172805,-69.39333335,-2.987591075,0.0666,-1.982666667,-0.085359745,-0.004032247,-15.28403119,5.441,31.15550956,276.49,150.09,234.3566667,1.84216137,0.0,4.0,0.0,6.0,4.0,6.0,4.898979486,0.666666667,-0.089391992,383.2
BBC:T,2.0,1.0,0.5,40,3.193357816,-115.58,-2.84703692,-1.73185,-2.8895,-0.071175923,-0.00604837,-20.47661612,5.441,31.15550956,276.49,150.09,234.3566667,1.84216137,0.0,4.0,0.0,6.0,4.0,6.0,4.898979486,0.666666667,-0.077224293,196.3
BBC:T,2.0,1.0,0.5,40,3.193357816,-79.30666668,-3.4143898,0.0666,-1.982666667,-0.085359745,-0.004032247,-15.28403119,5.441,31.15550956,276.49,150.09,234.3566667,1.84216137,0.0,4.0,0.0,6.0,4.0,6.0,4.898979486,0.666666667,-0.089391992,196.3
BBC:T,2.0,1.0,0.5,45,3.14317146,-130.0275,-3.202916535,-1.73185,-2.8895,-0.071175923,-0.00604837,-20.47661612,5.441,31.15550956,276.49,150.09,234.3566667,1.84216137,0.0,4.0,0.0,6.0,4.0,6.0,4.898979486,0.666666667,-0.077224293,95.3
BBC:T,2.0,1.0,0.5,45,3.14317146,-89.22000002,-3.841188525,0.0666,-1.982666667,-0.085359745,-0.004032247,-15.28403119,5.441,31.15550956,276.49,150.09,234.3566667,1.84216137,0.0,4.0,0.0,6.0,4.0,6.0,4.898979486,0.666666667,-0.089391992,95.3
BBC:T,2.0,1.0,0.5,50,3.09453814,-144.475,-3.55879615,-1.73185,-2.8895,-0.071175923,-0.00604837,-20.47661612,5.441,31.15550956,276.49,150.09,234.3566667,1.84216137,0.0,4.0,0.0,6.0,4.0,6.0,4.898979486,0.666666667,-0.077224293,87.9
BBC:T,2.0,1.0,0.5,50,3.09453814,-99.13333335,-4.26798725,0.0666,-1.982666667,-0.085359745,-0.004032247,-15.28403119,5.441,31.15550956,276.49,150.09,234.3566667,1.84216137,0.0,4.0,0.0,6.0,4.0,6.0,4.898979486,0.666666667,-0.089391992,87.9
